depthft	density_gcc	s_v	hydrostatic_pres	porosity1	porosity2	eff_v_stress
5603	2.11	29.742	16.736	0.257	0.347	13.006
5604	2.114	29.748	16.739	0.257	0.345	13.009
5605	2.11	29.755	16.742	0.257	0.347	13.012
5606	2.136	29.761	16.745	0.257	0.332	13.016
5607	2.102	29.767	16.748	0.257	0.352	13.019
5608	2.079	29.773	16.751	0.257	0.365	13.022
5609	2.047	29.78	16.754	0.257	0.384	13.025
5610	2.058	29.786	16.757	0.257	0.378	13.028
5611	2.086	29.792	16.76	0.257	0.361	13.032
5612	2.118	29.798	16.763	0.257	0.342	13.035
5613	2.098	29.805	16.766	0.257	0.354	13.038
5614	2.078	29.811	16.769	0.257	0.366	13.042
5615	2.072	29.817	16.772	0.257	0.369	13.045
5616	2.11	29.823	16.775	0.257	0.347	13.048
5617	2.09	29.829	16.778	0.257	0.359	13.051
5618	2.079	29.836	16.781	0.257	0.365	13.055
5619	2.102	29.842	16.784	0.256	0.352	13.058
5620	2.12	29.848	16.787	0.256	0.341	13.061
5621	2.108	29.855	16.79	0.256	0.348	13.064
5622	2.136	29.861	16.793	0.256	0.332	13.068
5623	2.162	29.867	16.796	0.256	0.316	13.071
5624	2.198	29.874	16.799	0.256	0.295	13.075
5625	2.222	29.881	16.802	0.256	0.281	13.079
5626	2.178	29.887	16.805	0.256	0.307	13.082
5627	2.172	29.894	16.808	0.256	0.311	13.086
5628	2.18	29.9	16.811	0.256	0.306	13.089
5629	2.192	29.907	16.814	0.256	0.299	13.093
5630	2.218	29.913	16.817	0.256	0.284	13.096
5631	2.188	29.92	16.82	0.256	0.301	13.1
5632	2.158	29.926	16.823	0.256	0.319	13.103
5633	2.191	29.933	16.826	0.256	0.299	13.107
5634	2.166	29.939	16.829	0.256	0.314	13.11
5635	2.182	29.946	16.832	0.256	0.305	13.114
5636	2.284	29.953	16.835	0.256	0.245	13.118
5637	2.236	29.959	16.838	0.256	0.273	13.121
5638	2.242	29.966	16.841	0.256	0.269	13.125
5639	2.252	29.973	16.844	0.256	0.264	13.129
5640	2.255	29.98	16.847	0.256	0.262	13.133
5641	2.279	29.986	16.85	0.256	0.248	13.136
5642	2.266	29.993	16.853	0.256	0.255	13.14
5643	2.258	30.0	16.856	0.256	0.26	13.144
5644	2.252	30.007	16.859	0.256	0.264	13.148
5645	2.23	30.013	16.862	0.256	0.276	13.151
5646	2.238	30.02	16.865	0.256	0.272	13.155
5647	2.212	30.027	16.868	0.256	0.287	13.159
5648	2.242	30.033	16.871	0.256	0.269	13.162
5649	2.238	30.04	16.874	0.256	0.272	13.166
5650	2.236	30.047	16.877	0.256	0.273	13.17
5651	2.256	30.053	16.88	0.256	0.261	13.174
5652	2.218	30.06	16.883	0.256	0.284	13.177
5653	2.244	30.067	16.886	0.256	0.268	13.181
5654	2.266	30.073	16.889	0.255	0.255	13.185
5655	2.232	30.08	16.892	0.255	0.275	13.188
5656	2.236	30.087	16.895	0.255	0.273	13.192
5657	2.244	30.093	16.898	0.255	0.268	13.196
5658	2.242	30.1	16.901	0.255	0.269	13.199
5659	2.25	30.107	16.904	0.255	0.265	13.203
5660	2.214	30.113	16.907	0.255	0.286	13.207
5661	2.22	30.12	16.91	0.255	0.282	13.21
5662	2.236	30.127	16.913	0.255	0.273	13.214
5663	2.235	30.133	16.916	0.255	0.274	13.218
5664	2.17	30.14	16.919	0.255	0.312	13.221
5665	2.138	30.146	16.922	0.255	0.331	13.225
5666	2.13	30.153	16.925	0.255	0.335	13.228
5667	2.14	30.159	16.928	0.255	0.329	13.232
5668	2.138	30.165	16.931	0.255	0.331	13.235
5669	2.134	30.172	16.934	0.255	0.333	13.238
5670	2.098	30.178	16.937	0.255	0.354	13.242
5671	2.126	30.184	16.94	0.255	0.338	13.245
5672	2.164	30.191	16.942	0.255	0.315	13.248
5673	2.172	30.197	16.945	0.255	0.311	13.252
5674	2.207	30.204	16.948	0.255	0.29	13.256
5675	2.154	30.21	16.951	0.255	0.321	13.259
5676	2.126	30.217	16.954	0.255	0.338	13.262
5677	2.086	30.223	16.957	0.255	0.361	13.266
5678	2.09	30.229	16.96	0.255	0.359	13.269
5679	2.088	30.236	16.963	0.255	0.36	13.272
5680	2.098	30.242	16.966	0.255	0.354	13.275
5681	2.074	30.248	16.969	0.255	0.368	13.279
5682	2.062	30.254	16.972	0.255	0.375	13.282
5683	2.07	30.26	16.975	0.255	0.371	13.285
5684	2.127	30.267	16.978	0.255	0.337	13.288
5685	2.186	30.273	16.981	0.255	0.302	13.292
5686	2.247	30.28	16.984	0.255	0.266	13.296
5687	2.268	30.287	16.987	0.255	0.254	13.299
5688	2.282	30.293	16.99	0.255	0.246	13.303
5689	2.29	30.3	16.993	0.255	0.241	13.307
5690	2.238	30.307	16.996	0.254	0.272	13.311
5691	2.207	30.314	16.999	0.254	0.29	13.314
5692	2.202	30.32	17.002	0.254	0.293	13.318
5693	2.15	30.327	17.005	0.254	0.324	13.321
5694	2.082	30.333	17.008	0.254	0.364	13.325
5695	2.052	30.339	17.011	0.254	0.381	13.328
5696	2.15	30.345	17.014	0.254	0.324	13.331
5697	2.167	30.352	17.017	0.254	0.314	13.335
5698	2.146	30.358	17.02	0.254	0.326	13.338
5699	2.156	30.365	17.023	0.254	0.32	13.342
5700	2.118	30.371	17.026	0.254	0.342	13.345
5701	2.136	30.377	17.029	0.254	0.332	13.348
5702	2.154	30.384	17.032	0.254	0.321	13.352
5703	2.148	30.39	17.035	0.254	0.325	13.355
5704	2.134	30.397	17.038	0.254	0.333	13.359
5705	2.17	30.403	17.041	0.254	0.312	13.362
5706	2.212	30.41	17.044	0.254	0.287	13.366
5707	2.178	30.416	17.047	0.254	0.307	13.369
5708	2.09	30.422	17.05	0.254	0.359	13.372
5709	2.071	30.429	17.053	0.254	0.37	13.376
5710	2.107	30.435	17.056	0.254	0.349	13.379
5711	2.102	30.441	17.059	0.254	0.352	13.382
5712	2.108	30.448	17.062	0.254	0.348	13.386
5713	2.17	30.454	17.065	0.254	0.312	13.389
5714	2.192	30.461	17.068	0.254	0.299	13.393
5715	2.167	30.467	17.071	0.254	0.314	13.396
5716	2.182	30.474	17.074	0.254	0.305	13.4
5717	2.14	30.48	17.077	0.254	0.329	13.403
5718	2.135	30.486	17.08	0.254	0.332	13.406
5719	2.15	30.493	17.083	0.254	0.324	13.41
5720	2.132	30.499	17.086	0.254	0.334	13.413
5721	2.162	30.506	17.089	0.254	0.316	13.417
5722	2.18	30.512	17.092	0.254	0.306	13.42
5723	2.212	30.519	17.095	0.254	0.287	13.424
5724	2.214	30.525	17.098	0.254	0.286	13.427
5725	2.196	30.532	17.101	0.254	0.296	13.431
5726	2.192	30.538	17.104	0.253	0.299	13.435
5727	2.188	30.545	17.107	0.253	0.301	13.438
5728	2.178	30.551	17.11	0.253	0.307	13.442
5729	2.18	30.558	17.113	0.253	0.306	13.445
5730	2.132	30.564	17.116	0.253	0.334	13.449
5731	2.102	30.571	17.119	0.253	0.352	13.452
5732	2.122	30.577	17.122	0.253	0.34	13.455
5733	2.146	30.583	17.125	0.253	0.326	13.459
5734	2.146	30.59	17.128	0.253	0.326	13.462
5735	2.09	30.596	17.131	0.253	0.359	13.465
5736	2.074	30.602	17.134	0.253	0.368	13.469
5737	2.106	30.608	17.137	0.253	0.349	13.472
5738	2.16	30.615	17.14	0.253	0.318	13.475
5739	2.168	30.621	17.143	0.253	0.313	13.479
5740	2.191	30.628	17.146	0.253	0.299	13.482
5741	2.182	30.634	17.149	0.253	0.305	13.486
5742	2.167	30.641	17.152	0.253	0.314	13.489
5743	2.174	30.647	17.155	0.253	0.309	13.493
5744	2.178	30.654	17.158	0.253	0.307	13.496
5745	2.204	30.661	17.161	0.253	0.292	13.5
5746	2.188	30.667	17.164	0.253	0.301	13.504
5747	2.134	30.673	17.167	0.253	0.333	13.507
5748	2.118	30.68	17.17	0.253	0.342	13.51
5749	2.154	30.686	17.172	0.253	0.321	13.514
5750	2.194	30.693	17.175	0.253	0.298	13.517
5751	2.214	30.699	17.178	0.253	0.286	13.521
5752	2.203	30.706	17.181	0.253	0.292	13.525
5753	2.186	30.712	17.184	0.253	0.302	13.528
5754	2.184	30.719	17.187	0.253	0.304	13.532
5755	2.182	30.726	17.19	0.253	0.305	13.535
5756	2.223	30.732	17.193	0.253	0.281	13.539
5757	2.235	30.739	17.196	0.253	0.274	13.542
5758	2.234	30.746	17.199	0.253	0.274	13.546
5759	2.21	30.752	17.202	0.253	0.288	13.55
5760	2.162	30.759	17.205	0.253	0.316	13.553
5761	2.151	30.765	17.208	0.253	0.323	13.557
5762	2.186	30.772	17.211	0.252	0.302	13.56
5763	2.214	30.778	17.214	0.252	0.286	13.564
5764	2.19	30.785	17.217	0.252	0.3	13.567
5765	2.192	30.791	17.22	0.252	0.299	13.571
5766	2.19	30.798	17.223	0.252	0.3	13.575
5767	2.222	30.804	17.226	0.252	0.281	13.578
5768	2.186	30.811	17.229	0.252	0.302	13.582
5769	2.198	30.818	17.232	0.252	0.295	13.585
5770	2.18	30.824	17.235	0.252	0.306	13.589
5771	2.182	30.831	17.238	0.252	0.305	13.592
5772	2.134	30.837	17.241	0.252	0.333	13.596
5773	2.142	30.843	17.244	0.252	0.328	13.599
5774	2.128	30.85	17.247	0.252	0.336	13.603
5775	2.159	30.856	17.25	0.252	0.318	13.606
5776	2.178	30.863	17.253	0.252	0.307	13.609
5777	2.17	30.869	17.256	0.252	0.312	13.613
5778	2.158	30.876	17.259	0.252	0.319	13.616
5779	2.172	30.882	17.262	0.252	0.311	13.62
5780	2.162	30.888	17.265	0.252	0.316	13.623
5781	2.182	30.895	17.268	0.252	0.305	13.627
5782	2.152	30.901	17.271	0.252	0.322	13.63
5783	2.15	30.908	17.274	0.252	0.324	13.634
5784	2.192	30.914	17.277	0.252	0.299	13.637
5785	2.174	30.921	17.28	0.252	0.309	13.641
5786	2.15	30.927	17.283	0.252	0.324	13.644
5787	2.147	30.934	17.286	0.252	0.325	13.648
5788	2.12	30.94	17.289	0.252	0.341	13.651
5789	2.122	30.946	17.292	0.252	0.34	13.654
5790	2.102	30.953	17.295	0.252	0.352	13.658
5791	2.116	30.959	17.298	0.252	0.344	13.661
5792	2.15	30.965	17.301	0.252	0.324	13.665
5793	2.128	30.972	17.304	0.252	0.336	13.668
5794	2.114	30.978	17.307	0.252	0.345	13.671
5795	2.106	30.984	17.31	0.252	0.349	13.675
5796	2.146	30.991	17.313	0.252	0.326	13.678
5797	2.184	30.997	17.316	0.252	0.304	13.681
5798	2.183	31.004	17.319	0.252	0.304	13.685
5799	2.178	31.01	17.322	0.251	0.307	13.689
5800	2.156	31.017	17.325	0.251	0.32	13.692
5801	2.15	31.023	17.328	0.251	0.324	13.695
5802	2.172	31.03	17.331	0.251	0.311	13.699
5803	2.124	31.036	17.334	0.251	0.339	13.702
5804	2.108	31.042	17.337	0.251	0.348	13.706
5805	2.11	31.049	17.34	0.251	0.347	13.709
5806	2.127	31.055	17.343	0.251	0.337	13.712
5807	2.158	31.061	17.346	0.251	0.319	13.716
5808	2.132	31.068	17.349	0.251	0.334	13.719
5809	2.175	31.074	17.352	0.251	0.309	13.723
5810	2.174	31.081	17.355	0.251	0.309	13.726
5811	2.196	31.087	17.358	0.251	0.296	13.73
5812	2.19	31.094	17.361	0.251	0.3	13.733
5813	2.162	31.1	17.364	0.251	0.316	13.737
5814	2.174	31.107	17.367	0.251	0.309	13.74
5815	2.154	31.113	17.37	0.251	0.321	13.744
5816	2.155	31.12	17.373	0.251	0.321	13.747
5817	2.154	31.126	17.376	0.251	0.321	13.751
5818	2.134	31.133	17.379	0.251	0.333	13.754
5819	2.134	31.139	17.382	0.251	0.333	13.757
5820	2.106	31.145	17.385	0.251	0.349	13.761
5821	2.09	31.151	17.388	0.251	0.359	13.764
5822	2.156	31.158	17.391	0.251	0.32	13.767
5823	2.128	31.164	17.394	0.251	0.336	13.771
5824	2.13	31.171	17.397	0.251	0.335	13.774
5825	2.102	31.177	17.4	0.251	0.352	13.777
5826	2.118	31.183	17.402	0.251	0.342	13.781
5827	2.122	31.19	17.405	0.251	0.34	13.784
5828	2.094	31.196	17.408	0.251	0.356	13.787
5829	2.06	31.202	17.411	0.251	0.376	13.791
5830	2.064	31.208	17.414	0.251	0.374	13.794
5831	2.09	31.214	17.417	0.251	0.359	13.797
5832	2.156	31.221	17.42	0.251	0.32	13.8
5833	2.206	31.227	17.423	0.251	0.291	13.804
5834	2.174	31.234	17.426	0.251	0.309	13.808
5835	2.166	31.24	17.429	0.251	0.314	13.811
5836	2.194	31.247	17.432	0.25	0.298	13.815
5837	2.178	31.253	17.435	0.25	0.307	13.818
5838	2.186	31.26	17.438	0.25	0.302	13.822
5839	2.18	31.266	17.441	0.25	0.306	13.825
5840	2.138	31.273	17.444	0.25	0.331	13.829
5841	2.158	31.279	17.447	0.25	0.319	13.832
5842	2.214	31.286	17.45	0.25	0.286	13.836
5843	2.194	31.292	17.453	0.25	0.298	13.839
5844	2.178	31.299	17.456	0.25	0.307	13.843
5845	2.186	31.305	17.459	0.25	0.302	13.846
5846	2.164	31.312	17.462	0.25	0.315	13.85
5847	2.146	31.318	17.465	0.25	0.326	13.853
5848	2.126	31.325	17.468	0.25	0.338	13.857
5849	2.106	31.331	17.471	0.25	0.349	13.86
5850	2.106	31.337	17.474	0.25	0.349	13.863
5851	2.118	31.344	17.477	0.25	0.342	13.866
5852	2.126	31.35	17.48	0.25	0.338	13.87
5853	2.132	31.356	17.483	0.25	0.334	13.873
5854	2.115	31.363	17.486	0.25	0.344	13.877
5855	2.086	31.369	17.489	0.25	0.361	13.88
5856	2.058	31.375	17.492	0.25	0.378	13.883
5857	2.084	31.381	17.495	0.25	0.362	13.886
5858	2.124	31.388	17.498	0.25	0.339	13.89
5859	2.154	31.394	17.501	0.25	0.321	13.893
5860	2.154	31.4	17.504	0.25	0.321	13.896
5861	2.154	31.407	17.507	0.25	0.321	13.9
5862	2.16	31.413	17.51	0.25	0.318	13.903
5863	2.168	31.42	17.513	0.25	0.313	13.907
5864	2.186	31.426	17.516	0.25	0.302	13.91
5865	2.178	31.433	17.519	0.25	0.307	13.914
5866	2.178	31.439	17.522	0.25	0.307	13.917
5867	2.174	31.446	17.525	0.25	0.309	13.921
5868	2.17	31.452	17.528	0.25	0.312	13.924
5869	2.146	31.459	17.531	0.25	0.326	13.928
5870	2.168	31.465	17.534	0.25	0.313	13.931
5871	2.158	31.472	17.537	0.25	0.319	13.935
5872	2.127	31.478	17.54	0.25	0.337	13.938
5873	2.102	31.484	17.543	0.25	0.352	13.941
5874	2.102	31.491	17.546	0.249	0.352	13.945
5875	2.138	31.497	17.549	0.249	0.331	13.948
5876	2.094	31.503	17.552	0.249	0.356	13.951
5877	2.062	31.509	17.555	0.249	0.375	13.955
5878	2.104	31.516	17.558	0.249	0.351	13.958
5879	2.096	31.522	17.561	0.249	0.355	13.961
5880	2.074	31.528	17.564	0.249	0.368	13.964
5881	2.104	31.534	17.567	0.249	0.351	13.968
5882	2.096	31.541	17.57	0.249	0.355	13.971
5883	2.122	31.547	17.573	0.249	0.34	13.974
5884	2.146	31.553	17.576	0.249	0.326	13.978
5885	2.132	31.56	17.579	0.249	0.334	13.981
5886	2.132	31.566	17.582	0.249	0.334	13.984
5887	2.13	31.573	17.585	0.249	0.335	13.988
5888	2.103	31.579	17.588	0.249	0.351	13.991
5889	2.128	31.585	17.591	0.249	0.336	13.995
5890	2.13	31.592	17.594	0.249	0.335	13.998
5891	2.118	31.598	17.597	0.249	0.342	14.001
5892	2.114	31.604	17.6	0.249	0.345	14.005
5893	2.114	31.61	17.603	0.249	0.345	14.008
5894	2.092	31.617	17.606	0.249	0.358	14.011
5895	2.124	31.623	17.609	0.249	0.339	14.014
5896	2.146	31.63	17.612	0.249	0.326	14.018
5897	2.146	31.636	17.615	0.249	0.326	14.021
5898	2.156	31.642	17.618	0.249	0.32	14.025
5899	2.178	31.649	17.621	0.249	0.307	14.028
5900	2.182	31.655	17.624	0.249	0.305	14.032
5901	2.184	31.662	17.627	0.249	0.304	14.035
5902	2.238	31.669	17.63	0.249	0.272	14.039
5903	2.242	31.675	17.632	0.249	0.269	14.043
5904	2.188	31.682	17.635	0.249	0.301	14.046
5905	2.118	31.688	17.638	0.249	0.342	14.05
5906	2.094	31.694	17.641	0.249	0.356	14.053
5907	2.156	31.701	17.644	0.249	0.32	14.056
5908	2.178	31.707	17.647	0.249	0.307	14.06
5909	2.252	31.714	17.65	0.249	0.264	14.064
5910	2.244	31.721	17.653	0.249	0.268	14.067
5911	2.198	31.727	17.656	0.248	0.295	14.071
5912	2.188	31.734	17.659	0.248	0.301	14.074
5913	2.194	31.74	17.662	0.248	0.298	14.078
5914	2.214	31.747	17.665	0.248	0.286	14.082
5915	2.214	31.754	17.668	0.248	0.286	14.085
5916	2.199	31.76	17.671	0.248	0.295	14.089
5917	2.21	31.767	17.674	0.248	0.288	14.093
5918	2.23	31.773	17.677	0.248	0.276	14.096
5919	2.178	31.78	17.68	0.248	0.307	14.1
5920	2.174	31.786	17.683	0.248	0.309	14.103
5921	2.146	31.793	17.686	0.248	0.326	14.107
5922	2.154	31.799	17.689	0.248	0.321	14.11
5923	2.154	31.806	17.692	0.248	0.321	14.114
5924	2.16	31.812	17.695	0.248	0.318	14.117
5925	2.214	31.819	17.698	0.248	0.286	14.121
5926	2.159	31.825	17.701	0.248	0.318	14.124
5927	2.172	31.832	17.704	0.248	0.311	14.128
5928	2.186	31.838	17.707	0.248	0.302	14.131
5929	2.198	31.845	17.71	0.248	0.295	14.135
5930	2.154	31.851	17.713	0.248	0.321	14.138
5931	2.118	31.858	17.716	0.248	0.342	14.141
5932	2.134	31.864	17.719	0.248	0.333	14.145
5933	2.166	31.87	17.722	0.248	0.314	14.148
5934	2.166	31.877	17.725	0.248	0.314	14.152
5935	2.132	31.883	17.728	0.248	0.334	14.155
5936	2.156	31.89	17.731	0.248	0.32	14.159
5937	2.138	31.896	17.734	0.248	0.331	14.162
5938	2.172	31.903	17.737	0.248	0.311	14.166
5939	2.14	31.909	17.74	0.248	0.329	14.169
5940	2.106	31.915	17.743	0.248	0.349	14.172
5941	2.138	31.922	17.746	0.248	0.331	14.176
5942	2.166	31.928	17.749	0.248	0.314	14.179
5943	2.162	31.935	17.752	0.248	0.316	14.183
5944	2.172	31.941	17.755	0.248	0.311	14.186
5945	2.154	31.948	17.758	0.248	0.321	14.19
5946	2.178	31.954	17.761	0.248	0.307	14.193
5947	2.178	31.961	17.764	0.248	0.307	14.197
5948	2.22	31.967	17.767	0.247	0.282	14.2
5949	2.244	31.974	17.77	0.247	0.268	14.204
5950	2.236	31.981	17.773	0.247	0.273	14.208
5951	2.215	31.987	17.776	0.247	0.285	14.211
5952	2.21	31.994	17.779	0.247	0.288	14.215
5953	2.178	32.0	17.782	0.247	0.307	14.218
5954	2.178	32.007	17.785	0.247	0.307	14.222
5955	2.178	32.013	17.788	0.247	0.307	14.225
5956	2.18	32.02	17.791	0.247	0.306	14.229
5957	2.186	32.026	17.794	0.247	0.302	14.233
5958	2.266	32.033	17.797	0.247	0.255	14.236
5959	2.246	32.04	17.8	0.247	0.267	14.24
5960	2.227	32.046	17.803	0.247	0.278	14.244
5961	2.214	32.053	17.806	0.247	0.286	14.247
5962	2.222	32.06	17.809	0.247	0.281	14.251
5963	2.232	32.066	17.812	0.247	0.275	14.255
5964	2.231	32.073	17.815	0.247	0.276	14.258
5965	2.21	32.08	17.818	0.247	0.288	14.262
5966	2.236	32.086	17.821	0.247	0.273	14.266
5967	2.23	32.093	17.824	0.247	0.276	14.269
5968	2.222	32.1	17.827	0.247	0.281	14.273
5969	2.182	32.106	17.83	0.247	0.305	14.277
5970	2.128	32.113	17.833	0.247	0.336	14.28
5971	2.132	32.119	17.836	0.247	0.334	14.283
5972	2.154	32.125	17.839	0.247	0.321	14.287
5973	2.158	32.132	17.842	0.247	0.319	14.29
5974	2.178	32.138	17.845	0.247	0.307	14.294
5975	2.156	32.145	17.848	0.247	0.32	14.297
5976	2.186	32.151	17.851	0.247	0.302	14.301
5977	2.186	32.158	17.854	0.247	0.302	14.304
5978	2.186	32.164	17.857	0.247	0.302	14.308
5979	2.166	32.171	17.86	0.247	0.314	14.311
5980	2.134	32.177	17.862	0.247	0.333	14.315
5981	2.19	32.184	17.865	0.247	0.3	14.318
5982	2.218	32.19	17.868	0.247	0.284	14.322
5983	2.196	32.197	17.871	0.247	0.296	14.325
5984	2.186	32.203	17.874	0.246	0.302	14.329
5985	2.218	32.21	17.877	0.246	0.284	14.333
5986	2.236	32.217	17.88	0.246	0.273	14.336
5987	2.246	32.223	17.883	0.246	0.267	14.34
5988	2.242	32.23	17.886	0.246	0.269	14.344
5989	2.306	32.237	17.889	0.246	0.232	14.348
5990	2.318	32.244	17.892	0.246	0.225	14.352
5991	2.278	32.251	17.895	0.246	0.248	14.355
5992	2.28	32.258	17.898	0.246	0.247	14.359
5993	2.282	32.264	17.901	0.246	0.246	14.363
5994	2.26	32.271	17.904	0.246	0.259	14.367
5995	2.218	32.278	17.907	0.246	0.284	14.37
5996	2.222	32.284	17.91	0.246	0.281	14.374
5997	2.188	32.291	17.913	0.246	0.301	14.378
5998	2.14	32.297	17.916	0.246	0.329	14.381
5999	2.166	32.304	17.919	0.246	0.314	14.384
6000	2.22	32.31	17.922	0.246	0.282	14.388
6001	2.218	32.317	17.925	0.246	0.284	14.392
6002	2.182	32.324	17.928	0.246	0.305	14.395
6003	2.135	32.33	17.931	0.246	0.332	14.399
6004	2.146	32.336	17.934	0.246	0.326	14.402
6005	2.172	32.343	17.937	0.246	0.311	14.406
6006	2.19	32.349	17.94	0.246	0.3	14.409
6007	2.196	32.356	17.943	0.246	0.296	14.413
6008	2.194	32.362	17.946	0.246	0.298	14.416
6009	2.174	32.369	17.949	0.246	0.309	14.42
6010	2.182	32.375	17.952	0.246	0.305	14.423
6011	2.207	32.382	17.955	0.246	0.29	14.427
6012	2.202	32.389	17.958	0.246	0.293	14.431
6013	2.202	32.395	17.961	0.246	0.293	14.434
6014	2.182	32.402	17.964	0.246	0.305	14.438
6015	2.164	32.408	17.967	0.246	0.315	14.441
6016	2.18	32.415	17.97	0.246	0.306	14.445
6017	2.206	32.421	17.973	0.246	0.291	14.448
6018	2.186	32.428	17.976	0.246	0.302	14.452
6019	2.202	32.434	17.979	0.246	0.293	14.455
6020	2.186	32.441	17.982	0.245	0.302	14.459
6021	2.188	32.447	17.985	0.245	0.301	14.463
6022	2.204	32.454	17.988	0.245	0.292	14.466
6023	2.154	32.46	17.991	0.245	0.321	14.47
6024	2.15	32.467	17.994	0.245	0.324	14.473
6025	2.152	32.473	17.997	0.245	0.322	14.476
6026	2.164	32.48	18.0	0.245	0.315	14.48
6027	2.18	32.486	18.003	0.245	0.306	14.483
6028	2.216	32.493	18.006	0.245	0.285	14.487
6029	2.254	32.5	18.009	0.245	0.262	14.491
6030	2.228	32.506	18.012	0.245	0.278	14.494
6031	2.186	32.513	18.015	0.245	0.302	14.498
6032	2.182	32.519	18.018	0.245	0.305	14.502
6033	2.208	32.526	18.021	0.245	0.289	14.505
6034	2.207	32.533	18.024	0.245	0.29	14.509
6035	2.202	32.539	18.027	0.245	0.293	14.512
6036	2.191	32.546	18.03	0.245	0.299	14.516
6037	2.196	32.552	18.033	0.245	0.296	14.519
6038	2.19	32.559	18.036	0.245	0.3	14.523
6039	2.218	32.565	18.039	0.245	0.284	14.527
6040	2.22	32.572	18.042	0.245	0.282	14.53
6041	2.198	32.579	18.045	0.245	0.295	14.534
6042	2.24	32.585	18.048	0.245	0.271	14.538
6043	2.222	32.592	18.051	0.245	0.281	14.541
6044	2.17	32.598	18.054	0.245	0.312	14.545
6045	2.164	32.605	18.057	0.245	0.315	14.548
6046	2.18	32.611	18.06	0.245	0.306	14.552
6047	2.198	32.618	18.063	0.245	0.295	14.555
6048	2.202	32.625	18.066	0.245	0.293	14.559
6049	2.194	32.631	18.069	0.245	0.298	14.562
6050	2.207	32.638	18.072	0.245	0.29	14.566
6051	2.238	32.644	18.075	0.245	0.272	14.57
6052	2.202	32.651	18.078	0.245	0.293	14.573
6053	2.164	32.657	18.081	0.245	0.315	14.577
6054	2.198	32.664	18.084	0.245	0.295	14.58
6055	2.23	32.671	18.087	0.245	0.276	14.584
6056	2.228	32.677	18.09	0.245	0.278	14.588
6057	2.202	32.684	18.093	0.244	0.293	14.591
6058	2.19	32.69	18.095	0.244	0.3	14.595
6059	2.222	32.697	18.098	0.244	0.281	14.599
6060	2.214	32.704	18.101	0.244	0.286	14.602
6061	2.232	32.71	18.104	0.244	0.275	14.606
6062	2.25	32.717	18.107	0.244	0.265	14.61
6063	2.258	32.724	18.11	0.244	0.26	14.613
6064	2.256	32.731	18.113	0.244	0.261	14.617
6065	2.266	32.737	18.116	0.244	0.255	14.621
6066	2.252	32.744	18.119	0.244	0.264	14.625
6067	2.238	32.751	18.122	0.244	0.272	14.628
6068	2.276	32.758	18.125	0.244	0.249	14.632
6069	2.282	32.764	18.128	0.244	0.246	14.636
6070	2.278	32.771	18.131	0.244	0.248	14.64
6071	2.254	32.778	18.134	0.244	0.262	14.644
6072	2.218	32.784	18.137	0.244	0.284	14.647
6073	2.214	32.791	18.14	0.244	0.286	14.651
6074	2.162	32.798	18.143	0.244	0.316	14.654
6075	2.178	32.804	18.146	0.244	0.307	14.658
6076	2.167	32.811	18.149	0.244	0.314	14.661
6077	2.198	32.817	18.152	0.244	0.295	14.665
6078	2.188	32.824	18.155	0.244	0.301	14.668
6079	2.188	32.83	18.158	0.244	0.301	14.672
6080	2.178	32.837	18.161	0.244	0.307	14.675
6081	2.178	32.843	18.164	0.244	0.307	14.679
6082	2.199	32.85	18.167	0.244	0.295	14.683
6083	2.198	32.856	18.17	0.244	0.295	14.686
6084	2.206	32.863	18.173	0.244	0.291	14.69
6085	2.202	32.869	18.176	0.244	0.293	14.693
6086	2.222	32.876	18.179	0.244	0.281	14.697
6087	2.216	32.883	18.182	0.244	0.285	14.701
6088	2.238	32.889	18.185	0.244	0.272	14.704
6089	2.23	32.896	18.188	0.244	0.276	14.708
6090	2.252	32.903	18.191	0.244	0.264	14.712
6091	2.22	32.909	18.194	0.244	0.282	14.715
6092	2.218	32.916	18.197	0.244	0.284	14.719
6093	2.264	32.923	18.2	0.243	0.256	14.723
6094	2.284	32.93	18.203	0.243	0.245	14.727
6095	2.244	32.936	18.206	0.243	0.268	14.73
6096	2.21	32.943	18.209	0.243	0.288	14.734
6097	2.182	32.949	18.212	0.243	0.305	14.737
6098	2.186	32.956	18.215	0.243	0.302	14.741
6099	2.179	32.963	18.218	0.243	0.306	14.745
6100	2.182	32.969	18.221	0.243	0.305	14.748
6101	2.19	32.976	18.224	0.243	0.3	14.752
6102	2.215	32.982	18.227	0.243	0.285	14.755
