depthft	density_gcc	s_v	hydrostatic_pres	porosity1	porosity2	eff_v_stress
8865	2.262	51.427	26.48	0.177	0.258	24.947
8866	2.29	51.434	26.483	0.177	0.241	24.951
8867	2.283	51.441	26.486	0.177	0.245	24.955
8868	2.254	51.448	26.489	0.177	0.262	24.959
8869	2.264	51.454	26.492	0.177	0.256	24.962
8870	2.246	51.461	26.495	0.177	0.267	24.966
8871	2.252	51.468	26.498	0.177	0.264	24.97
8872	2.252	51.475	26.501	0.177	0.264	24.974
8873	2.212	51.481	26.504	0.177	0.287	24.977
8874	2.214	51.488	26.507	0.177	0.286	24.981
8875	2.21	51.494	26.51	0.177	0.288	24.984
8876	2.222	51.501	26.513	0.177	0.281	24.988
8877	2.21	51.508	26.516	0.177	0.288	24.992
8878	2.214	51.514	26.519	0.177	0.286	24.995
8879	2.228	51.521	26.522	0.177	0.278	24.999
8880	2.234	51.528	26.525	0.176	0.274	25.003
8881	2.242	51.534	26.528	0.176	0.269	25.006
8882	2.23	51.541	26.531	0.176	0.276	25.01
8883	2.22	51.548	26.534	0.176	0.282	25.014
8884	2.218	51.554	26.537	0.176	0.284	25.017
8885	2.239	51.561	26.54	0.176	0.271	25.021
8886	2.256	51.568	26.543	0.176	0.261	25.025
8887	2.294	51.575	26.546	0.176	0.239	25.029
8888	2.29	51.581	26.549	0.176	0.241	25.033
8889	2.314	51.588	26.552	0.176	0.227	25.036
8890	2.314	51.595	26.555	0.176	0.227	25.04
8891	2.322	51.602	26.558	0.176	0.222	25.044
8892	2.306	51.609	26.561	0.176	0.232	25.048
8893	2.306	51.616	26.564	0.176	0.232	25.052
8894	2.322	51.623	26.567	0.176	0.222	25.056
8895	2.28	51.63	26.57	0.176	0.247	25.06
8896	2.262	51.636	26.573	0.176	0.258	25.064
8897	2.25	51.643	26.576	0.176	0.265	25.067
8898	2.246	51.65	26.579	0.176	0.267	25.071
8899	2.236	51.657	26.582	0.176	0.273	25.075
8900	2.25	51.663	26.585	0.176	0.265	25.079
8901	2.282	51.67	26.588	0.176	0.246	25.082
8902	2.278	51.677	26.591	0.176	0.248	25.086
8903	2.327	51.684	26.594	0.176	0.219	25.09
8904	2.346	51.691	26.597	0.176	0.208	25.094
8905	2.344	51.698	26.6	0.176	0.209	25.098
8906	2.319	51.705	26.603	0.176	0.224	25.102
8907	2.276	51.712	26.606	0.176	0.249	25.106
8908	2.314	51.718	26.609	0.176	0.227	25.11
8909	2.342	51.725	26.612	0.176	0.211	25.114
8910	2.338	51.732	26.615	0.176	0.213	25.118
8911	2.314	51.739	26.618	0.176	0.227	25.122
8912	2.294	51.746	26.621	0.176	0.239	25.126
8913	2.282	51.753	26.623	0.176	0.246	25.13
8914	2.266	51.76	26.626	0.176	0.255	25.133
8915	2.26	51.767	26.629	0.176	0.259	25.137
8916	2.254	51.773	26.632	0.176	0.262	25.141
8917	2.262	51.78	26.635	0.176	0.258	25.145
8918	2.286	51.787	26.638	0.176	0.244	25.148
8919	2.29	51.794	26.641	0.176	0.241	25.152
8920	2.28	51.801	26.644	0.176	0.247	25.156
8921	2.251	51.807	26.647	0.176	0.264	25.16
8922	2.214	51.814	26.65	0.176	0.286	25.163
8923	2.168	51.82	26.653	0.176	0.313	25.167
8924	2.14	51.827	26.656	0.176	0.329	25.17
8925	2.202	51.833	26.659	0.176	0.293	25.174
8926	2.247	51.84	26.662	0.176	0.266	25.178
8927	2.306	51.847	26.665	0.176	0.232	25.182
8928	2.34	51.854	26.668	0.175	0.212	25.186
8929	2.338	51.861	26.671	0.175	0.213	25.19
8930	2.36	51.868	26.674	0.175	0.2	25.194
8931	2.382	51.875	26.677	0.175	0.187	25.198
8932	2.39	51.882	26.68	0.175	0.182	25.202
8933	2.38	51.889	26.683	0.175	0.188	25.206
8934	2.322	51.896	26.686	0.175	0.222	25.21
8935	2.34	51.903	26.689	0.175	0.212	25.214
8936	2.362	51.91	26.692	0.175	0.199	25.218
8937	2.34	51.917	26.695	0.175	0.212	25.222
8938	2.34	51.924	26.698	0.175	0.212	25.226
8939	2.34	51.931	26.701	0.175	0.212	25.23
8940	2.302	51.938	26.704	0.175	0.234	25.234
8941	2.302	51.945	26.707	0.175	0.234	25.238
8942	2.29	51.952	26.71	0.175	0.241	25.242
8943	2.292	51.959	26.713	0.175	0.24	25.246
8944	2.306	51.966	26.716	0.175	0.232	25.249
8945	2.326	51.973	26.719	0.175	0.22	25.253
8946	2.348	51.98	26.722	0.175	0.207	25.257
8947	2.378	51.987	26.725	0.175	0.189	25.262
8948	2.374	51.994	26.728	0.175	0.192	25.266
8949	2.366	52.001	26.731	0.175	0.196	25.27
8950	2.322	52.008	26.734	0.175	0.222	25.274
8951	2.306	52.015	26.737	0.175	0.232	25.278
8952	2.278	52.021	26.74	0.175	0.248	25.281
8953	2.258	52.028	26.743	0.175	0.26	25.285
8954	2.294	52.035	26.746	0.175	0.239	25.289
8955	2.306	52.042	26.749	0.175	0.232	25.293
8956	2.308	52.049	26.752	0.175	0.231	25.297
8957	2.306	52.056	26.755	0.175	0.232	25.301
8958	2.302	52.063	26.758	0.175	0.234	25.305
8959	2.31	52.069	26.761	0.175	0.229	25.309
8960	2.298	52.076	26.764	0.175	0.236	25.312
8961	2.287	52.083	26.767	0.175	0.243	25.316
8962	2.316	52.09	26.77	0.175	0.226	25.32
8963	2.334	52.097	26.773	0.175	0.215	25.324
8964	2.34	52.104	26.776	0.175	0.212	25.328
8965	2.35	52.111	26.779	0.175	0.206	25.332
8966	2.334	52.118	26.782	0.175	0.215	25.336
8967	2.37	52.125	26.785	0.175	0.194	25.34
8968	2.375	52.132	26.788	0.175	0.191	25.344
8969	2.326	52.139	26.791	0.175	0.22	25.348
8970	2.29	52.146	26.794	0.175	0.241	25.352
8971	2.306	52.153	26.797	0.175	0.232	25.356
8972	2.311	52.16	26.8	0.175	0.229	25.36
8973	2.278	52.167	26.803	0.175	0.248	25.364
8974	2.262	52.173	26.806	0.174	0.258	25.368
8975	2.226	52.18	26.809	0.174	0.279	25.371
8976	2.226	52.187	26.812	0.174	0.279	25.375
8977	2.276	52.193	26.815	0.174	0.249	25.379
8978	2.31	52.2	26.818	0.174	0.229	25.383
8979	2.31	52.207	26.821	0.174	0.229	25.387
8980	2.268	52.214	26.824	0.174	0.254	25.39
8981	2.246	52.221	26.827	0.174	0.267	25.394
8982	2.26	52.227	26.83	0.174	0.259	25.398
8983	2.254	52.234	26.833	0.174	0.262	25.402
8984	2.206	52.241	26.836	0.174	0.291	25.405
8985	2.166	52.247	26.839	0.174	0.314	25.409
8986	2.158	52.254	26.842	0.174	0.319	25.412
8987	2.162	52.26	26.845	0.174	0.316	25.416
8988	2.166	52.267	26.848	0.174	0.314	25.419
8989	2.17	52.273	26.851	0.174	0.312	25.423
8990	2.162	52.28	26.853	0.174	0.316	25.426
8991	2.166	52.286	26.856	0.174	0.314	25.43
8992	2.21	52.293	26.859	0.174	0.288	25.433
8993	2.258	52.299	26.862	0.174	0.26	25.437
8994	2.294	52.306	26.865	0.174	0.239	25.441
8995	2.308	52.313	26.868	0.174	0.231	25.445
8996	2.334	52.32	26.871	0.174	0.215	25.449
8997	2.342	52.327	26.874	0.174	0.211	25.453
8998	2.37	52.334	26.877	0.174	0.194	25.457
8999	2.34	52.341	26.88	0.174	0.212	25.461
9000	2.332	52.348	26.883	0.174	0.216	25.465
9001	2.286	52.355	26.886	0.174	0.244	25.469
9002	2.306	52.362	26.889	0.174	0.232	25.473
9003	2.302	52.369	26.892	0.174	0.234	25.476
9004	2.286	52.376	26.895	0.174	0.244	25.48
9005	2.328	52.383	26.898	0.174	0.219	25.484
9006	2.35	52.39	26.901	0.174	0.206	25.488
9007	2.338	52.397	26.904	0.174	0.213	25.492
9008	2.33	52.403	26.907	0.174	0.218	25.496
9009	2.326	52.41	26.91	0.174	0.22	25.5
9010	2.318	52.417	26.913	0.174	0.225	25.504
9011	2.298	52.424	26.916	0.174	0.236	25.508
9012	2.282	52.431	26.919	0.174	0.246	25.512
9013	2.294	52.438	26.922	0.174	0.239	25.516
9014	2.302	52.445	26.925	0.174	0.234	25.52
9015	2.31	52.452	26.928	0.174	0.229	25.523
9016	2.322	52.459	26.931	0.174	0.222	25.527
9017	2.28	52.465	26.934	0.174	0.247	25.531
9018	2.242	52.472	26.937	0.174	0.269	25.535
9019	2.247	52.479	26.94	0.174	0.266	25.539
9020	2.254	52.486	26.943	0.174	0.262	25.542
9021	2.21	52.492	26.946	0.174	0.288	25.546
9022	2.191	52.499	26.949	0.173	0.299	25.55
9023	2.206	52.505	26.952	0.173	0.291	25.553
9024	2.262	52.512	26.955	0.173	0.258	25.557
9025	2.342	52.519	26.958	0.173	0.211	25.561
9026	2.384	52.526	26.961	0.173	0.186	25.565
9027	2.364	52.533	26.964	0.173	0.198	25.569
9028	2.346	52.54	26.967	0.173	0.208	25.573
9029	2.338	52.547	26.97	0.173	0.213	25.577
9030	2.356	52.554	26.973	0.173	0.202	25.581
9031	2.344	52.561	26.976	0.173	0.209	25.585
9032	2.322	52.568	26.979	0.173	0.222	25.589
9033	2.334	52.575	26.982	0.173	0.215	25.593
9034	2.324	52.582	26.985	0.173	0.221	25.597
9035	2.326	52.589	26.988	0.173	0.22	25.601
9036	2.334	52.596	26.991	0.173	0.215	25.605
9037	2.29	52.603	26.994	0.173	0.241	25.609
9038	2.282	52.61	26.997	0.173	0.246	25.613
9039	2.27	52.616	27.0	0.173	0.253	25.617
9040	2.29	52.623	27.003	0.173	0.241	25.62
9041	2.231	52.63	27.006	0.173	0.276	25.624
9042	2.164	52.636	27.009	0.173	0.315	25.628
9043	2.172	52.643	27.012	0.173	0.311	25.631
9044	2.19	52.649	27.015	0.173	0.3	25.635
9045	2.162	52.656	27.018	0.173	0.316	25.638
9046	2.15	52.662	27.021	0.173	0.324	25.642
9047	2.17	52.669	27.024	0.173	0.312	25.645
9048	2.222	52.675	27.027	0.173	0.281	25.649
9049	2.186	52.682	27.03	0.173	0.302	25.652
9050	2.178	52.688	27.033	0.173	0.307	25.656
9051	2.206	52.695	27.036	0.173	0.291	25.659
9052	2.228	52.702	27.039	0.173	0.278	25.663
9053	2.284	52.709	27.042	0.173	0.245	25.667
9054	2.306	52.715	27.045	0.173	0.232	25.671
9055	2.34	52.722	27.048	0.173	0.212	25.675
9056	2.354	52.729	27.051	0.173	0.204	25.679
9057	2.346	52.736	27.054	0.173	0.208	25.683
9058	2.31	52.743	27.057	0.173	0.229	25.687
9059	2.302	52.75	27.06	0.173	0.234	25.691
9060	2.302	52.757	27.063	0.173	0.234	25.695
9061	2.351	52.764	27.066	0.173	0.205	25.699
9062	2.362	52.771	27.069	0.173	0.199	25.703
9063	2.33	52.778	27.072	0.173	0.218	25.707
9064	2.316	52.785	27.075	0.173	0.226	25.711
9065	2.271	52.792	27.078	0.173	0.252	25.714
9066	2.314	52.799	27.081	0.173	0.227	25.718
9067	2.314	52.806	27.083	0.173	0.227	25.722
9068	2.364	52.813	27.086	0.173	0.198	25.726
9069	2.346	52.82	27.089	0.173	0.208	25.73
9070	2.346	52.827	27.092	0.172	0.208	25.734
9071	2.34	52.834	27.095	0.172	0.212	25.738
9072	2.338	52.841	27.098	0.172	0.213	25.742
9073	2.348	52.848	27.101	0.172	0.207	25.746
9074	2.32	52.855	27.104	0.172	0.224	25.75
9075	2.346	52.862	27.107	0.172	0.208	25.754
9076	2.36	52.869	27.11	0.172	0.2	25.758
9077	2.343	52.876	27.113	0.172	0.21	25.762
9078	2.292	52.883	27.116	0.172	0.24	25.766
9079	2.255	52.889	27.119	0.172	0.262	25.77
9080	2.254	52.896	27.122	0.172	0.262	25.774
9081	2.21	52.903	27.125	0.172	0.288	25.777
9082	2.182	52.909	27.128	0.172	0.305	25.781
9083	2.166	52.916	27.131	0.172	0.314	25.784
9084	2.162	52.922	27.134	0.172	0.316	25.788
9085	2.154	52.929	27.137	0.172	0.321	25.791
9086	2.148	52.935	27.14	0.172	0.325	25.795
9087	2.17	52.941	27.143	0.172	0.312	25.798
9088	2.174	52.948	27.146	0.172	0.309	25.802
9089	2.15	52.954	27.149	0.172	0.324	25.805
9090	2.174	52.961	27.152	0.172	0.309	25.809
9091	2.204	52.967	27.155	0.172	0.292	25.812
9092	2.21	52.974	27.158	0.172	0.288	25.816
9093	2.226	52.981	27.161	0.172	0.279	25.82
9094	2.186	52.987	27.164	0.172	0.302	25.823
9095	2.223	52.994	27.167	0.172	0.281	25.827
9096	2.26	53.001	27.17	0.172	0.259	25.83
9097	2.34	53.008	27.173	0.172	0.212	25.834
9098	2.332	53.015	27.176	0.172	0.216	25.838
9099	2.366	53.022	27.179	0.172	0.196	25.843
9100	2.38	53.029	27.182	0.172	0.188	25.847
9101	2.38	53.036	27.185	0.172	0.188	25.851
9102	2.37	53.043	27.188	0.172	0.194	25.855
9103	2.34	53.05	27.191	0.172	0.212	25.859
9104	2.344	53.057	27.194	0.172	0.209	25.863
9105	2.334	53.064	27.197	0.172	0.215	25.867
9106	2.292	53.071	27.2	0.172	0.24	25.871
9107	2.268	53.077	27.203	0.172	0.254	25.875
9108	2.258	53.084	27.206	0.172	0.26	25.878
9109	2.23	53.091	27.209	0.172	0.276	25.882
9110	2.204	53.097	27.212	0.172	0.292	25.886
9111	2.18	53.104	27.215	0.172	0.306	25.889
9112	2.246	53.111	27.218	0.172	0.267	25.893
9113	2.224	53.117	27.221	0.172	0.28	25.896
9114	2.22	53.124	27.224	0.172	0.282	25.9
9115	2.182	53.13	27.227	0.172	0.305	25.904
9116	2.16	53.137	27.23	0.172	0.318	25.907
9117	2.164	53.143	27.233	0.172	0.315	25.911
9118	2.204	53.15	27.236	0.172	0.292	25.914
9119	2.223	53.157	27.239	0.172	0.281	25.918
9120	2.22	53.163	27.242	0.171	0.282	25.921
9121	2.246	53.17	27.245	0.171	0.267	25.925
9122	2.254	53.177	27.248	0.171	0.262	25.929
9123	2.23	53.183	27.251	0.171	0.276	25.933
9124	2.25	53.19	27.254	0.171	0.265	25.936
9125	2.274	53.197	27.257	0.171	0.251	25.94
9126	2.26	53.204	27.26	0.171	0.259	25.944
9127	2.154	53.21	27.263	0.171	0.321	25.947
9128	2.134	53.216	27.266	0.171	0.333	25.951
9129	2.174	53.223	27.269	0.171	0.309	25.954
9130	2.2	53.23	27.272	0.171	0.294	25.958
9131	2.222	53.236	27.275	0.171	0.281	25.961
9132	2.226	53.243	27.278	0.171	0.279	25.965
9133	2.226	53.249	27.281	0.171	0.279	25.969
9134	2.186	53.256	27.284	0.171	0.302	25.972
9135	2.178	53.262	27.287	0.171	0.307	25.976
9136	2.14	53.269	27.29	0.171	0.329	25.979
9137	2.158	53.275	27.293	0.171	0.319	25.983
9138	2.19	53.282	27.296	0.171	0.3	25.986
9139	2.206	53.288	27.299	0.171	0.291	25.99
9140	2.231	53.295	27.302	0.171	0.276	25.994
9141	2.196	53.302	27.305	0.171	0.296	25.997
9142	2.198	53.308	27.308	0.171	0.295	26.001
9143	2.218	53.315	27.311	0.171	0.284	26.004
9144	2.186	53.321	27.313	0.171	0.302	26.008
9145	2.206	53.328	27.316	0.171	0.291	26.012
9146	2.212	53.335	27.319	0.171	0.287	26.015
9147	2.198	53.341	27.322	0.171	0.295	26.019
9148	2.204	53.348	27.325	0.171	0.292	26.022
9149	2.21	53.354	27.328	0.171	0.288	26.026
9150	2.218	53.361	27.331	0.171	0.284	26.03
9151	2.246	53.368	27.334	0.171	0.267	26.033
9152	2.266	53.374	27.337	0.171	0.255	26.037
9153	2.21	53.381	27.34	0.171	0.288	26.041
9154	2.158	53.387	27.343	0.171	0.319	26.044
9155	2.14	53.394	27.346	0.171	0.329	26.048
9156	2.114	53.4	27.349	0.171	0.345	26.051
9157	2.116	53.407	27.352	0.171	0.344	26.054
9158	2.104	53.413	27.355	0.171	0.351	26.057
9159	2.154	53.419	27.358	0.171	0.321	26.061
9160	2.202	53.426	27.361	0.171	0.293	26.065
9161	2.228	53.432	27.364	0.171	0.278	26.068
9162	2.202	53.439	27.367	0.171	0.293	26.072
9163	2.198	53.446	27.37	0.171	0.295	26.075
9164	2.206	53.452	27.373	0.171	0.291	26.079
9165	2.207	53.459	27.376	0.171	0.29	26.083
9166	2.226	53.465	27.379	0.171	0.279	26.086
9167	2.222	53.472	27.382	0.171	0.281	26.09
9168	2.21	53.479	27.385	0.171	0.288	26.093
9169	2.13	53.485	27.388	0.171	0.335	26.097
9170	2.084	53.491	27.391	0.171	0.362	26.1
9171	2.068	53.497	27.394	0.171	0.372	26.103
9172	2.098	53.504	27.397	0.17	0.354	26.107
9173	2.114	53.51	27.4	0.17	0.345	26.11
9174	2.114	53.516	27.403	0.17	0.345	26.113
9175	2.14	53.523	27.406	0.17	0.329	26.117
9176	2.098	53.529	27.409	0.17	0.354	26.12
9177	2.078	53.535	27.412	0.17	0.366	26.123
9178	2.098	53.541	27.415	0.17	0.354	26.126
9179	2.114	53.548	27.418	0.17	0.345	26.13
9180	2.116	53.554	27.421	0.17	0.344	26.133
9181	2.111	53.56	27.424	0.17	0.346	26.136
9182	2.14	53.567	27.427	0.17	0.329	26.14
9183	2.203	53.573	27.43	0.17	0.292	26.143
9184	2.274	53.58	27.433	0.17	0.251	26.147
9185	2.32	53.587	27.436	0.17	0.224	26.151
9186	2.276	53.594	27.439	0.17	0.249	26.155
9187	2.216	53.601	27.442	0.17	0.285	26.159
9188	2.198	53.607	27.445	0.17	0.295	26.162
9189	2.19	53.614	27.448	0.17	0.3	26.166
9190	2.238	53.62	27.451	0.17	0.272	26.169
9191	2.234	53.627	27.454	0.17	0.274	26.173
9192	2.202	53.634	27.457	0.17	0.293	26.177
9193	2.17	53.64	27.46	0.17	0.312	26.18
9194	2.146	53.646	27.463	0.17	0.326	26.184
9195	2.124	53.653	27.466	0.17	0.339	26.187
9196	2.138	53.659	27.469	0.17	0.331	26.19
9197	2.154	53.666	27.472	0.17	0.321	26.194
9198	2.178	53.672	27.475	0.17	0.307	26.197
9199	2.194	53.679	27.478	0.17	0.298	26.201
9200	2.178	53.685	27.481	0.17	0.307	26.204
9201	2.159	53.692	27.484	0.17	0.318	26.208
9202	2.17	53.698	27.487	0.17	0.312	26.211
9203	2.148	53.705	27.49	0.17	0.325	26.215
9204	2.142	53.711	27.493	0.17	0.328	26.218
9205	2.188	53.717	27.496	0.17	0.301	26.222
9206	2.232	53.724	27.499	0.17	0.275	26.225
9207	2.3	53.731	27.502	0.17	0.235	26.229
9208	2.33	53.738	27.505	0.17	0.218	26.233
9209	2.382	53.745	27.508	0.17	0.187	26.237
9210	2.408	53.752	27.511	0.17	0.172	26.242
9211	2.383	53.759	27.514	0.17	0.186	26.246
9212	2.358	53.766	27.517	0.17	0.201	26.25
9213	2.332	53.773	27.52	0.17	0.216	26.254
9214	2.33	53.78	27.523	0.17	0.218	26.258
9215	2.358	53.787	27.526	0.17	0.201	26.262
9216	2.328	53.794	27.529	0.17	0.219	26.266
9217	2.346	53.801	27.532	0.17	0.208	26.27
9218	2.374	53.808	27.535	0.17	0.192	26.274
9219	2.404	53.816	27.538	0.17	0.174	26.278
9220	2.412	53.823	27.541	0.17	0.169	26.282
9221	2.39	53.83	27.543	0.17	0.182	26.286
9222	2.404	53.837	27.546	0.17	0.174	26.291
9223	2.396	53.844	27.549	0.169	0.179	26.295
9224	2.38	53.851	27.552	0.169	0.188	26.299
9225	2.33	53.858	27.555	0.169	0.218	26.303
9226	2.334	53.865	27.558	0.169	0.215	26.307
9227	2.322	53.872	27.561	0.169	0.222	26.311
9228	2.328	53.879	27.564	0.169	0.219	26.315
9229	2.346	53.886	27.567	0.169	0.208	26.319
9230	2.334	53.893	27.57	0.169	0.215	26.323
9231	2.318	53.9	27.573	0.169	0.225	26.327
9232	2.292	53.907	27.576	0.169	0.24	26.331
9233	2.284	53.914	27.579	0.169	0.245	26.334
9234	2.318	53.921	27.582	0.169	0.225	26.338
9235	2.33	53.928	27.585	0.169	0.218	26.342
9236	2.346	53.935	27.588	0.169	0.208	26.346
9237	2.32	53.942	27.591	0.169	0.224	26.35
9238	2.358	53.949	27.594	0.169	0.201	26.354
9239	2.364	53.956	27.597	0.169	0.198	26.358
9240	2.34	53.963	27.6	0.169	0.212	26.362
9241	2.33	53.97	27.603	0.169	0.218	26.366
9242	2.352	53.977	27.606	0.169	0.205	26.371
9243	2.354	53.984	27.609	0.169	0.204	26.375
9244	2.326	53.991	27.612	0.169	0.22	26.379
9245	2.282	53.998	27.615	0.169	0.246	26.382
9246	2.292	54.004	27.618	0.169	0.24	26.386
9247	2.279	54.011	27.621	0.169	0.248	26.39
9248	2.268	54.018	27.624	0.169	0.254	26.394
9249	2.306	54.025	27.627	0.169	0.232	26.398
9250	2.308	54.032	27.63	0.169	0.231	26.402
9251	2.292	54.039	27.633	0.169	0.24	26.405
9252	2.298	54.045	27.636	0.169	0.236	26.409
9253	2.306	54.052	27.639	0.169	0.232	26.413
9254	2.278	54.059	27.642	0.169	0.248	26.417
9255	2.282	54.066	27.645	0.169	0.246	26.421
9256	2.306	54.073	27.648	0.169	0.232	26.425
9257	2.306	54.08	27.651	0.169	0.232	26.429
9258	2.286	54.087	27.654	0.169	0.244	26.433
9259	2.298	54.093	27.657	0.169	0.236	26.436
9260	2.282	54.1	27.66	0.169	0.246	26.44
9261	2.274	54.107	27.663	0.169	0.251	26.444
9262	2.26	54.114	27.666	0.169	0.259	26.448
9263	2.278	54.121	27.669	0.169	0.248	26.452
9264	2.284	54.127	27.672	0.169	0.245	26.455
9265	2.322	54.134	27.675	0.169	0.222	26.459
9266	2.356	54.141	27.678	0.169	0.202	26.463
9267	2.364	54.148	27.681	0.169	0.198	26.468
9268	2.352	54.155	27.684	0.169	0.205	26.472
9269	2.326	54.162	27.687	0.169	0.22	26.476
9270	2.356	54.169	27.69	0.169	0.202	26.48
9271	2.342	54.176	27.693	0.168	0.211	26.484
9272	2.334	54.183	27.696	0.168	0.215	26.488
9273	2.328	54.19	27.699	0.168	0.219	26.492
9274	2.314	54.197	27.702	0.168	0.227	26.495
9275	2.322	54.204	27.705	0.168	0.222	26.499
9276	2.32	54.211	27.708	0.168	0.224	26.503
9277	2.31	54.218	27.711	0.168	0.229	26.507
9278	2.302	54.225	27.714	0.168	0.234	26.511
9279	2.33	54.232	27.717	0.168	0.218	26.515
9280	2.332	54.239	27.72	0.168	0.216	26.519
9281	2.314	54.246	27.723	0.168	0.227	26.523
9282	2.306	54.253	27.726	0.168	0.232	26.527
9283	2.276	54.259	27.729	0.168	0.249	26.531
9284	2.287	54.266	27.732	0.168	0.243	26.535
9285	2.34	54.273	27.735	0.168	0.212	26.539
9286	2.328	54.28	27.738	0.168	0.219	26.543
9287	2.278	54.287	27.741	0.168	0.248	26.546
9288	2.294	54.294	27.744	0.168	0.239	26.55
9289	2.296	54.301	27.747	0.168	0.238	26.554
9290	2.31	54.308	27.75	0.168	0.229	26.558
9291	2.286	54.314	27.753	0.168	0.244	26.562
9292	2.294	54.321	27.756	0.168	0.239	26.566
9293	2.31	54.328	27.759	0.168	0.229	26.57
9294	2.31	54.335	27.762	0.168	0.229	26.574
9295	2.294	54.342	27.765	0.168	0.239	26.577
9296	2.29	54.349	27.768	0.168	0.241	26.581
9297	2.29	54.356	27.771	0.168	0.241	26.585
9298	2.326	54.363	27.773	0.168	0.22	26.589
9299	2.318	54.37	27.776	0.168	0.225	26.593
9300	2.34	54.377	27.779	0.168	0.212	26.597
9301	2.364	54.384	27.782	0.168	0.198	26.601
9302	2.348	54.391	27.785	0.168	0.207	26.605
9303	2.35	54.398	27.788	0.168	0.206	26.609
9304	2.354	54.405	27.791	0.168	0.204	26.613
9305	2.35	54.412	27.794	0.168	0.206	26.617
9306	2.374	54.419	27.797	0.168	0.192	26.621
9307	2.338	54.426	27.8	0.168	0.213	26.625
9308	2.308	54.433	27.803	0.168	0.231	26.629
9309	2.322	54.44	27.806	0.168	0.222	26.633
9310	2.33	54.447	27.809	0.168	0.218	26.637
9311	2.35	54.454	27.812	0.168	0.206	26.641
9312	2.374	54.461	27.815	0.168	0.192	26.645
9313	2.348	54.468	27.818	0.168	0.207	26.649
9314	2.342	54.475	27.821	0.168	0.211	26.653
9315	2.314	54.482	27.824	0.168	0.227	26.657
9316	2.3	54.488	27.827	0.168	0.235	26.661
9317	2.266	54.495	27.83	0.168	0.255	26.665
9318	2.268	54.502	27.833	0.168	0.254	26.669
9319	2.295	54.509	27.836	0.168	0.238	26.673
9320	2.284	54.516	27.839	0.167	0.245	26.676
9321	2.244	54.522	27.842	0.167	0.268	26.68
9322	2.218	54.529	27.845	0.167	0.284	26.684
9323	2.284	54.536	27.848	0.167	0.245	26.688
9324	2.36	54.543	27.851	0.167	0.2	26.692
9325	2.38	54.55	27.854	0.167	0.188	26.696
9326	2.382	54.557	27.857	0.167	0.187	26.7
9327	2.348	54.564	27.86	0.167	0.207	26.704
9328	2.326	54.571	27.863	0.167	0.22	26.708
9329	2.29	54.578	27.866	0.167	0.241	26.712
9330	2.286	54.585	27.869	0.167	0.244	26.716
9331	2.318	54.592	27.872	0.167	0.225	26.72
9332	2.324	54.599	27.875	0.167	0.221	26.724
9333	2.294	54.605	27.878	0.167	0.239	26.727
9334	2.274	54.612	27.881	0.167	0.251	26.731
9335	2.332	54.619	27.884	0.167	0.216	26.735
9336	2.322	54.626	27.887	0.167	0.222	26.739
9337	2.282	54.633	27.89	0.167	0.246	26.743
9338	2.322	54.64	27.893	0.167	0.222	26.747
9339	2.351	54.647	27.896	0.167	0.205	26.751
9340	2.36	54.654	27.899	0.167	0.2	26.755
9341	2.299	54.661	27.902	0.167	0.236	26.759
9342	2.3	54.668	27.905	0.167	0.235	26.763
9343	2.372	54.675	27.908	0.167	0.193	26.767
9344	2.334	54.682	27.911	0.167	0.215	26.771
9345	2.332	54.689	27.914	0.167	0.216	26.775
9346	2.362	54.696	27.917	0.167	0.199	26.779
9347	2.294	54.703	27.92	0.167	0.239	26.783
9348	2.282	54.709	27.923	0.167	0.246	26.787
9349	2.214	54.716	27.926	0.167	0.286	26.79
9350	2.226	54.723	27.929	0.167	0.279	26.794
9351	2.31	54.73	27.932	0.167	0.229	26.798
9352	2.346	54.737	27.935	0.167	0.208	26.802
9353	2.264	54.743	27.938	0.167	0.256	26.806
9354	2.23	54.75	27.941	0.167	0.276	26.809
9355	2.268	54.757	27.944	0.167	0.254	26.813
9356	2.286	54.764	27.947	0.167	0.244	26.817
9357	2.236	54.77	27.95	0.167	0.273	26.821
9358	2.224	54.777	27.953	0.167	0.28	26.824
9359	2.312	54.784	27.956	0.167	0.228	26.828
9360	2.282	54.791	27.959	0.167	0.246	26.832
9361	2.278	54.797	27.962	0.167	0.248	26.836
9362	2.382	54.805	27.965	0.167	0.187	26.84
9363	2.314	54.812	27.968	0.167	0.227	26.844
9364	2.282	54.818	27.971	0.167	0.246	26.848
9365	2.276	54.825	27.974	0.167	0.249	26.851
9366	2.342	54.832	27.977	0.167	0.211	26.855
9367	2.292	54.839	27.98	0.167	0.24	26.859
9368	2.292	54.846	27.983	0.167	0.24	26.863
9369	2.286	54.853	27.986	0.166	0.244	26.867
9370	2.247	54.859	27.989	0.166	0.266	26.871
9371	2.186	54.866	27.992	0.166	0.302	26.874
9372	2.196	54.872	27.995	0.166	0.296	26.878
9373	2.242	54.879	27.998	0.166	0.269	26.882
9374	2.326	54.886	28.001	0.166	0.22	26.886
9375	2.314	54.893	28.004	0.166	0.227	26.889
9376	2.306	54.9	28.006	0.166	0.232	26.893
9377	2.254	54.907	28.009	0.166	0.262	26.897
9378	2.228	54.913	28.012	0.166	0.278	26.901
9379	2.286	54.92	28.015	0.166	0.244	26.905
9380	2.27	54.927	28.018	0.166	0.253	26.908
